Date,Open,High,Low,Close,Volume
21-Sep-89,346.47,348.46,344.96,345.70,1469300
20-Sep-89,346.55,347.27,346.18,346.47,1366400
19-Sep-89,346.73,348.17,346.44,346.55,1416100
18-Sep-89,345.06,346.84,344.60,346.73,1369400
15-Sep-89,343.16,345.06,341.37,345.06,2348600
14-Sep-89,345.46,345.61,342.55,343.16,1492500
13-Sep-89,348.70,350.10,345.46,345.46,1753300
12-Sep-89,347.66,349.46,347.50,348.70,1421400
11-Sep-89,348.76,348.76,345.91,347.66,1260200
8-Sep-89,348.35,349.18,345.74,348.76,1540900
7-Sep-89,349.24,350.31,348.15,348.35,1601600
6-Sep-89,352.56,352.56,347.98,349.24,1618000
5-Sep-89,353.73,354.13,351.82,352.56,1451800
1-Sep-89,351.45,353.90,350.88,353.73,1333000
31-Aug-89,350.65,351.45,350.21,351.45,1448200
30-Aug-89,349.84,352.27,348.66,350.65,1743500
29-Aug-89,352.09,352.12,348.86,349.84,1752100
28-Aug-89,350.52,352.09,349.08,352.09,1311800
25-Aug-89,351.52,352.73,350.09,350.52,1659300
24-Aug-89,344.70,351.52,344.70,351.52,2255200
23-Aug-89,341.19,344.80,341.19,344.70,1596400
22-Aug-89,340.67,341.25,339.00,341.19,1419300
21-Aug-89,346.03,346.25,340.55,340.67,1368000
18-Aug-89,344.45,346.03,343.89,346.03,1458100
17-Aug-89,345.66,346.39,342.97,344.45,1575600
16-Aug-89,344.71,346.37,344.71,345.66,1500600
15-Aug-89,343.06,345.03,343.05,344.71,1487700
14-Aug-89,344.71,345.44,341.96,343.06,1420100
11-Aug-89,348.28,351.18,344.01,344.74,1975500
10-Aug-89,346.94,349.78,345.31,348.25,1986600
9-Aug-89,349.30,351.00,346.86,346.94,2099000
8-Aug-89,349.41,349.84,348.28,349.35,2003400
7-Aug-89,343.92,349.42,343.91,349.41,1975800
4-Aug-89,344.74,345.42,342.60,343.92,1697500
3-Aug-89,344.34,345.22,343.81,344.74,1686900
2-Aug-89,343.75,344.34,342.47,344.34,1817600
1-Aug-89,346.08,347.99,342.93,343.75,2252800
31-Jul-89,342.13,346.08,342.02,346.08,1666500
28-Jul-89,341.94,342.96,341.30,342.15,1806100
27-Jul-89,338.05,342.00,338.05,341.99,2136800
26-Jul-89,333.88,338.05,333.19,338.05,1882700
25-Jul-89,333.67,336.29,332.60,333.88,1792700
24-Jul-89,335.90,335.90,333.44,333.67,1362600
21-Jul-89,333.50,335.91,332.46,335.90,1748800
20-Jul-89,335.74,337.40,333.22,333.51,2045900
19-Jul-89,331.37,335.73,331.35,335.73,2157400
18-Jul-89,332.42,332.44,330.75,331.35,1523500
17-Jul-89,331.78,333.02,331.02,332.44,1319600
14-Jul-89,329.96,331.89,327.13,331.84,1834800
13-Jul-89,329.81,330.37,329.08,329.95,1538200
12-Jul-89,328.78,330.39,327.92,329.81,1605500
11-Jul-89,327.07,330.42,327.07,328.78,1715900
10-Jul-89,324.93,327.07,324.91,327.07,1318700
7-Jul-89,321.55,325.87,321.08,324.91,1664300
6-Jul-89,320.64,321.55,320.45,321.55,1404500
5-Jul-89,319.23,321.22,317.26,320.64,1277100
3-Jul-89,317.98,319.27,317.27,319.23,688700
30-Jun-89,319.67,319.97,314.38,317.98,1704900
29-Jun-89,325.81,325.81,319.54,319.68,1671000
28-Jun-89,328.44,328.44,324.30,325.81,1584700
27-Jun-89,326.60,329.19,326.59,328.44,1710900
26-Jun-89,328.00,328.15,326.31,326.60,1436000
23-Jun-89,322.32,328.00,322.32,328.00,1987200
22-Jun-89,320.48,322.34,320.20,322.32,1765100
21-Jun-89,321.25,321.87,319.25,320.48,1688300
20-Jun-89,321.89,322.78,321.03,321.25,1676500
19-Jun-89,321.35,321.89,320.40,321.89,1307200
16-Jun-89,319.96,321.36,318.69,321.35,2445100
15-Jun-89,323.83,323.83,319.21,320.08,1794800
14-Jun-89,323.91,324.89,322.80,323.83,1705400
13-Jun-89,326.24,326.24,322.96,323.91,1648700
12-Jun-89,326.69,326.69,323.73,326.24,1514600
9-Jun-89,326.75,327.32,325.16,326.69,1732400
8-Jun-89,326.95,327.37,325.92,326.75,2123100
7-Jun-89,324.24,327.39,324.24,326.95,2137100
6-Jun-89,322.03,324.48,321.27,324.24,1875700
5-Jun-89,325.52,325.93,322.02,322.03,1634200
2-Jun-89,321.97,325.63,321.97,325.52,2291400
1-Jun-89,320.51,322.57,320.01,321.97,2231600
31-May-89,319.05,321.30,318.68,320.52,1625300
30-May-89,321.59,322.53,317.83,319.05,1517800
26-May-89,319.17,321.59,319.14,321.59,1431200
25-May-89,319.14,319.60,318.42,319.17,1544700
24-May-89,318.32,319.14,317.58,319.14,1786000
23-May-89,321.98,321.98,318.20,318.32,1876900
22-May-89,321.24,323.06,320.45,321.98,1850100
19-May-89,317.97,321.38,317.97,321.24,2424100
18-May-89,317.48,318.52,316.54,317.97,1774800
17-May-89,315.28,317.94,315.11,317.48,1912100
16-May-89,316.16,316.16,314.99,315.28,1731000
15-May-89,313.84,316.16,313.84,316.16,1793500
12-May-89,306.95,313.84,306.95,313.84,2214900
11-May-89,305.80,307.34,305.80,306.95,1516200
10-May-89,305.19,306.25,304.85,305.80,1460000
9-May-89,306.00,306.99,304.06,305.19,1500900
8-May-89,307.61,307.61,304.74,306.00,1351300
5-May-89,307.77,310.69,306.98,307.61,1808100
4-May-89,308.16,308.40,307.32,307.77,1531300
3-May-89,308.12,308.52,307.11,308.16,1716900
2-May-89,309.13,310.45,308.12,308.12,1725600
1-May-89,309.64,309.64,307.40,309.12,1380500
28-Apr-89,309.58,309.65,308.48,309.64,1583900
27-Apr-89,306.93,310.45,306.93,309.58,1911700
26-Apr-89,306.78,307.30,306.07,306.93,1460900
25-Apr-89,308.69,309.65,306.74,306.75,1654300
24-Apr-89,309.61,309.61,307.83,308.69,1421000
21-Apr-89,306.19,309.61,306.19,309.61,1873100
20-Apr-89,307.15,307.96,304.53,306.19,1759700
19-Apr-89,306.02,307.68,305.36,307.15,1915100
18-Apr-89,301.72,306.25,301.72,306.02,2086500
17-Apr-89,301.36,302.01,300.71,301.72,1285400
14-Apr-89,296.40,301.38,296.40,301.36,1697800
13-Apr-89,298.99,299.00,296.27,296.40,1415900
12-Apr-89,298.49,299.81,298.49,298.99,1652000
11-Apr-89,297.11,298.87,297.11,298.49,1468300
10-Apr-89,297.16,297.94,296.85,297.11,1239900
7-Apr-89,295.29,297.62,294.35,297.16,1569500
6-Apr-89,296.22,296.24,294.52,295.29,1465300
5-Apr-89,295.31,296.43,295.28,296.24,1658800
4-Apr-89,296.40,296.40,294.72,295.31,1606800
3-Apr-89,294.87,297.04,294.62,296.39,1646600
31-Mar-89,292.52,294.96,292.52,294.87,1709600
30-Mar-89,292.35,293.80,291.50,292.52,1599500
29-Mar-89,291.59,292.75,291.42,292.35,1442400
28-Mar-89,290.57,292.32,290.57,291.59,1464200
27-Mar-89,288.98,290.57,288.07,290.57,1129600
23-Mar-89,290.49,291.51,288.56,288.98,1537500
22-Mar-89,291.33,291.46,289.90,290.49,1465700
21-Mar-89,289.92,292.38,289.92,291.33,1420100
20-Mar-89,292.69,292.69,288.56,289.92,1512600
17-Mar-89,299.44,299.44,291.08,292.69,2429000
16-Mar-89,296.67,299.99,296.66,299.44,1960400
15-Mar-89,295.14,296.78,295.14,296.67,1670700
14-Mar-89,295.32,296.29,294.63,295.14,1399700
13-Mar-89,292.88,296.18,292.88,295.32,1404600
10-Mar-89,293.93,293.93,291.60,292.88,1468300
9-Mar-89,294.08,294.69,293.85,293.93,1431600
8-Mar-89,293.87,295.62,293.51,294.08,1676200
7-Mar-89,294.81,295.16,293.50,293.87,1725000
6-Mar-89,291.20,294.81,291.18,294.81,1688800
3-Mar-89,289.94,291.18,289.44,291.18,1517900
2-Mar-89,287.11,290.32,287.11,289.95,1619800
1-Mar-89,288.86,290.28,286.46,287.11,1772100
28-Feb-89,287.82,289.42,287.63,288.86,1474300
27-Feb-89,287.13,288.12,286.26,287.82,1399000
24-Feb-89,292.05,292.05,287.13,287.13,1606800
23-Feb-89,290.91,292.05,289.83,292.05,1503700
22-Feb-89,295.98,295.98,290.76,290.91,1631400
21-Feb-89,296.76,297.04,295.16,295.98,1419500
17-Feb-89,294.81,297.12,294.69,296.76,1595200
16-Feb-89,294.24,295.15,294.22,294.81,1774500
15-Feb-89,291.81,294.42,291.49,294.24,1542200
14-Feb-89,292.54,294.37,291.41,291.81,1506100
13-Feb-89,292.02,293.07,290.88,292.54,1435200
10-Feb-89,296.06,296.06,291.96,292.02,1735600
9-Feb-89,298.65,298.79,295.16,296.06,2242200
8-Feb-89,299.62,300.57,298.41,298.65,1894200
7-Feb-89,296.04,300.34,295.78,299.63,2172600
6-Feb-89,296.97,296.99,294.96,296.04,1509800
3-Feb-89,296.84,297.66,296.15,296.97,1729800
2-Feb-89,297.09,297.92,295.81,296.84,1834300
1-Feb-89,297.47,298.33,296.22,297.09,2156400
31-Jan-89,294.99,297.51,293.57,297.47,1940500
30-Jan-89,293.82,295.13,293.54,294.99,1678300
27-Jan-89,291.69,296.08,291.69,293.82,2548700
26-Jan-89,289.14,292.62,288.13,291.69,2122500
25-Jan-89,288.49,289.15,287.97,289.14,1836100
24-Jan-89,284.50,288.49,284.50,288.49,1896200
23-Jan-89,287.85,287.98,284.50,284.50,1416400
20-Jan-89,286.90,287.04,285.75,286.63,1661200
19-Jan-89,286.53,287.90,286.14,286.91,1920300
18-Jan-89,283.55,286.87,282.65,286.53,1874500
17-Jan-89,284.14,284.14,283.06,283.55,1439300
16-Jan-89,283.87,284.88,283.63,284.14,1173800
13-Jan-89,283.17,284.12,282.71,283.87,1323200
12-Jan-89,282.01,284.63,282.01,283.17,1830000
11-Jan-89,280.38,282.01,280.21,282.01,1489500
10-Jan-89,280.98,281.58,279.44,280.38,1404200
9-Jan-89,280.67,281.89,280.32,280.98,1631800
6-Jan-89,280.01,282.06,280.01,280.67,1613300
5-Jan-89,279.43,281.51,279.43,280.01,1740400
4-Jan-89,275.31,279.75,275.31,279.43,1497000
3-Jan-89,277.72,277.72,273.81,275.31,1285000
30-Dec-88,279.39,279.78,277.72,277.72,1272100
29-Dec-88,277.08,279.42,277.08,279.40,1312900
28-Dec-88,276.83,277.55,276.17,277.08,1106300
27-Dec-88,277.87,278.09,276.74,276.83,874900
23-Dec-88,276.87,277.99,276.87,277.87,817600
22-Dec-88,277.38,277.89,276.86,276.87,1505100
21-Dec-88,277.47,277.83,276.30,277.38,1472500
20-Dec-88,278.91,280.45,277.47,277.47,1610900
19-Dec-88,276.29,279.31,275.61,278.91,1622500
16-Dec-88,274.28,276.29,274.28,276.29,1964800
15-Dec-88,275.32,275.62,274.01,274.28,1368200
14-Dec-88,276.31,276.31,274.58,275.31,1323500
13-Dec-88,276.52,276.52,274.58,276.31,1323400
12-Dec-88,277.03,278.82,276.52,276.52,1241600
9-Dec-88,276.57,277.82,276.34,277.03,1337700
8-Dec-88,278.13,278.13,276.55,276.59,1241500
7-Dec-88,277.59,279.01,277.34,278.13,1483600
6-Dec-88,274.93,277.89,274.62,277.59,1583400
5-Dec-88,274.93,275.62,271.81,274.93,1446600
2-Dec-88,272.49,272.49,270.47,271.81,1246100
1-Dec-88,273.68,273.70,272.27,272.49,1293800
30-Nov-88,270.91,274.36,270.90,273.70,1578100
29-Nov-88,268.60,271.31,268.13,270.91,1274200
28-Nov-88,267.22,268.98,266.97,268.64,1234800
25-Nov-88,268.99,269.00,266.47,267.23,720900
23-Nov-88,267.22,269.56,267.21,269.00,1120100
22-Nov-88,266.19,267.85,265.42,267.21,1270000
21-Nov-88,266.35,266.47,263.41,266.22,1204300
18-Nov-88,264.60,266.62,264.60,266.47,1193200
17-Nov-88,264.61,265.63,263.45,264.60,1412800
16-Nov-88,268.41,268.41,262.85,263.82,1617100
15-Nov-88,267.73,268.75,267.72,268.34,1151700
14-Nov-88,267.93,269.25,266.79,267.72,1429000
11-Nov-88,273.65,273.69,267.92,267.92,1355000
10-Nov-88,273.32,274.37,272.98,273.69,1289200
9-Nov-88,275.14,275.15,272.15,273.33,1531400
8-Nov-88,273.95,275.80,273.93,275.15,1416600
7-Nov-88,276.30,276.31,273.62,273.93,1338700
4-Nov-88,279.11,279.20,276.31,276.31,1435800
3-Nov-88,279.04,280.37,279.04,279.20,1529800
2-Nov-88,279.07,279.45,277.08,279.06,1613000
1-Nov-88,278.97,279.57,278.01,279.06,1512500
31-Oct-88,278.54,279.39,277.14,278.97,1434600
28-Oct-88,277.29,279.48,277.28,278.53,1463000
27-Oct-88,281.35,281.38,276.00,277.28,1965400
26-Oct-88,282.37,282.52,280.54,281.38,1815500
25-Oct-88,282.28,282.84,281.87,282.38,1551900
24-Oct-88,283.63,283.95,282.28,282.28,1705900
21-Oct-88,282.88,283.66,281.16,283.66,1954100
20-Oct-88,276.97,282.88,276.93,282.88,1895800
19-Oct-88,279.40,280.53,274.41,276.97,1863500
18-Oct-88,276.43,279.39,276.41,279.38,1625000
17-Oct-88,275.48,276.65,275.01,276.41,1192900
14-Oct-88,275.27,277.01,274.08,275.50,1602400
13-Oct-88,273.95,275.83,273.39,275.22,1545300
12-Oct-88,277.91,277.93,273.05,273.98,1548400
11-Oct-88,278.15,278.24,276.33,277.93,1409000
10-Oct-88,278.06,278.69,277.10,278.24,1246600
7-Oct-88,272.38,278.07,272.37,278.07,2163900
6-Oct-88,271.87,272.39,271.30,272.39,1535700
5-Oct-88,270.63,272.45,270.08,271.86,1751300
4-Oct-88,271.37,271.79,270.34,270.62,1577600
3-Oct-88,271.89,271.91,268.84,271.38,1303800
30-Sep-88,272.55,274.87,271.66,271.91,1757500
29-Sep-88,269.09,273.02,269.08,272.59,1557900
28-Sep-88,268.22,269.08,267.77,269.08,1137200
27-Sep-88,268.89,269.36,268.01,268.26,1130100
26-Sep-88,269.77,269.80,268.61,268.88,1164200
23-Sep-88,269.16,270.31,268.28,269.76,1451000
22-Sep-88,270.19,270.58,268.26,269.18,1506700
21-Sep-88,269.76,270.64,269.48,270.16,1274000
20-Sep-88,268.83,270.07,268.50,269.73,1422200
19-Sep-88,270.64,270.65,267.41,268.82,1357700
16-Sep-88,268.13,270.81,267.33,270.65,2111100
15-Sep-88,269.30,269.78,268.03,268.13,1612100
14-Sep-88,267.50,269.47,267.41,269.31,1772200
13-Sep-88,266.45,267.43,265.22,267.43,1624900
12-Sep-88,266.85,267.64,266.22,266.47,1148800
9-Sep-88,265.88,268.26,263.66,266.84,1415400
8-Sep-88,265.87,266.54,264.88,265.88,1493800
7-Sep-88,265.62,266.98,264.93,265.87,1395900
6-Sep-88,264.42,265.94,264.40,265.59,1222500
2-Sep-88,258.35,264.90,258.35,264.48,1598400
1-Sep-88,261.52,261.52,256.98,258.35,1440900
31-Aug-88,262.51,263.80,261.21,261.52,1304800
30-Aug-88,262.33,263.18,261.53,262.51,1087200
29-Aug-88,259.68,262.56,259.68,262.33,992800
26-Aug-88,259.18,260.15,258.87,259.68,892400
25-Aug-88,261.10,261.13,257.56,259.18,1276400
24-Aug-88,257.16,261.13,257.09,261.13,1278000
23-Aug-88,256.99,257.86,256.53,257.09,1195400
22-Aug-88,260.24,260.71,256.94,256.98,1222500
19-Aug-88,261.05,262.27,260.23,260.24,1223700
18-Aug-88,260.76,262.76,260.75,261.03,1398200
17-Aug-88,260.57,261.84,259.33,260.77,1695000
16-Aug-88,258.68,262.61,257.50,260.56,1627900
15-Aug-88,262.49,262.55,258.68,258.69,1285600
12-Aug-88,262.70,262.94,261.37,262.55,1769600
11-Aug-88,261.92,262.77,260.34,262.75,1730000
10-Aug-88,266.43,266.49,261.03,261.90,2009500
9-Aug-88,270.00,270.20,265.06,266.49,2007100
8-Aug-88,271.13,272.47,269.93,269.98,1488000
5-Aug-88,271.70,271.93,270.08,271.15,1134000
4-Aug-88,273.00,274.20,271.77,271.93,1572400
3-Aug-88,272.03,273.42,271.15,272.98,2035900
2-Aug-88,272.19,273.68,270.37,272.06,1666600
1-Aug-88,272.03,272.80,271.21,272.21,1381700
29-Jul-88,266.04,272.02,266.02,272.02,1923400
28-Jul-88,262.52,266.55,262.50,266.02,1545700
27-Jul-88,265.18,265.83,262.48,262.50,1358900
26-Jul-88,264.70,266.09,264.32,265.19,1219600
25-Jul-88,263.49,265.17,263.03,264.68,2151400
22-Jul-88,266.65,266.66,263.29,263.50,1488800
21-Jul-88,269.99,270.00,266.66,266.66,1494600
20-Jul-88,268.52,270.24,268.47,270.00,1519900
19-Jul-88,270.49,271.21,267.01,268.47,1441100
18-Jul-88,271.99,272.05,268.66,270.51,1562100
15-Jul-88,270.23,272.06,269.53,272.05,1997100
14-Jul-88,269.33,270.69,268.58,270.26,1724100
13-Jul-88,267.87,269.46,266.12,269.32,2189300
12-Jul-88,270.54,270.70,266.96,267.85,1616500
11-Jul-88,270.03,271.64,270.02,270.55,1233000
8-Jul-88,271.76,272.31,269.86,270.02,1360700
7-Jul-88,272.00,272.05,269.31,271.78,1561000
6-Jul-88,275.80,276.36,269.92,272.02,1896300
5-Jul-88,271.78,275.81,270.51,275.81,1717900
1-Jul-88,273.50,273.80,270.78,271.78,2383300
30-Jun-88,271.00,273.51,270.97,273.50,2274100
29-Jun-88,272.32,273.01,269.49,270.98,1595900
28-Jun-88,269.07,272.80,269.06,272.31,1523700
27-Jun-88,273.78,273.79,268.85,269.06,2644100
24-Jun-88,274.81,275.19,273.53,273.78,1798800
23-Jun-88,275.62,275.89,274.26,274.82,1857700
22-Jun-88,271.69,276.88,271.67,275.66,2175100
21-Jun-88,268.95,271.67,267.52,271.67,1550600
20-Jun-88,270.67,270.68,268.59,268.94,1167500
17-Jun-88,269.79,270.77,268.09,270.68,3439200
16-Jun-88,274.44,274.45,268.76,269.77,1615500
15-Jun-88,274.29,274.45,272.75,274.45,1502600
14-Jun-88,271.58,276.14,271.44,274.30,2271500
13-Jun-88,271.28,271.94,270.53,271.43,1253100
10-Jun-88,270.22,273.21,270.20,271.26,1557100
9-Jun-88,271.50,272.29,270.19,270.20,2351600
8-Jun-88,265.32,272.01,265.17,271.52,3100300
7-Jun-88,267.02,267.28,264.50,265.17,1687100
6-Jun-88,266.46,267.05,264.97,267.05,1524600
3-Jun-88,265.34,267.11,264.42,266.45,1896000
2-Jun-88,266.65,266.71,264.12,265.33,1935400
1-Jun-88,262.16,267.43,262.10,266.69,2345600
31-May-88,253.44,262.16,253.42,262.16,2476100
27-May-88,254.62,254.63,252.74,253.42,1335900
26-May-88,253.75,254.98,253.52,254.63,1642600
25-May-88,253.52,255.34,253.51,253.76,1383100
24-May-88,250.84,253.51,250.83,253.51,1399300
23-May-88,253.00,253.02,249.82,250.83,1026400
20-May-88,252.61,253.70,251.79,253.02,1206000
19-May-88,251.36,252.57,248.85,252.57,1651600
18-May-88,255.40,255.67,250.73,251.35,2094200
17-May-88,258.72,260.20,255.35,255.39,1338500
16-May-88,256.75,258.71,256.28,258.71,1550100
13-May-88,253.88,256.83,253.85,256.78,1472400
12-May-88,253.32,254.87,253.31,253.85,1438800
11-May-88,257.60,257.62,252.32,253.31,1767200
10-May-88,256.53,258.30,255.93,257.62,1312000
9-May-88,257.47,258.22,255.45,256.54,1663200
6-May-88,258.80,260.31,257.03,257.48,1290800
5-May-88,260.30,260.32,258.13,258.79,1718400
4-May-88,263.05,263.23,260.31,260.32,1413200
3-May-88,261.55,263.70,261.55,263.00,1769200
2-May-88,261.36,261.56,259.99,261.56,1364700
29-Apr-88,262.59,262.61,259.97,261.33,1356200
28-Apr-88,263.79,263.80,262.22,262.61,1286800
27-Apr-88,263.94,265.09,263.45,263.80,1338100
26-Apr-88,262.45,265.06,262.18,263.93,1523000
25-Apr-88,260.15,263.29,260.14,262.51,1569500
22-Apr-88,256.45,261.16,256.42,260.14,1525200
21-Apr-88,256.15,260.44,254.71,256.42,1684400
20-Apr-88,257.91,258.54,256.12,256.13,1475900
19-Apr-88,259.24,262.38,257.91,257.92,1619100
18-Apr-88,259.75,259.81,258.03,259.21,1446500
15-Apr-88,259.74,260.39,255.97,259.77,2341600
14-Apr-88,271.55,271.57,259.37,259.75,2118100
13-Apr-88,271.33,271.70,269.23,271.58,1851200
12-Apr-88,269.88,272.05,269.66,271.37,1464000
11-Apr-88,269.43,270.41,268.61,270.16,1463700
8-Apr-88,266.15,270.22,266.11,269.43,1693000
7-Apr-88,265.51,267.32,265.22,266.16,1778400
6-Apr-88,258.52,265.50,258.22,265.49,1897600
5-Apr-88,256.10,258.52,256.03,258.51,1352900
4-Apr-88,258.89,259.06,255.68,256.09,1822400
31-Mar-88,258.03,259.03,256.16,258.89,1398700
30-Mar-88,260.06,261.59,257.92,258.07,1518100
29-Mar-88,258.11,260.86,258.06,260.07,1526900
28-Mar-88,258.50,258.51,256.07,258.06,1428200
25-Mar-88,263.34,263.44,258.12,258.51,1631700
24-Mar-88,268.91,268.91,262.48,263.35,1849100
23-Mar-88,268.81,269.79,268.01,268.91,1673700
22-Mar-88,268.73,269.61,267.90,268.84,1420000
21-Mar-88,271.10,271.12,267.42,268.74,1288300
18-Mar-88,271.22,272.64,269.76,271.12,2457500
17-Mar-88,268.66,271.22,268.65,271.22,2119200
16-Mar-88,266.11,268.68,264.81,268.65,1535900
15-Mar-88,266.34,266.41,264.92,266.13,1331700
14-Mar-88,264.93,266.55,264.52,266.37,1318900
11-Mar-88,263.85,264.94,261.27,264.94,2000200
10-Mar-88,269.07,269.35,263.80,263.84,1972600
9-Mar-88,269.46,270.76,268.65,269.06,2109000
8-Mar-88,267.38,270.06,267.38,269.43,2376800
7-Mar-88,267.28,267.69,265.94,267.38,1529800
4-Mar-88,267.87,268.40,264.72,267.30,2014100
3-Mar-88,267.98,268.40,266.82,267.88,2033100
2-Mar-88,267.23,268.75,267.00,267.98,1996300
1-Mar-88,267.82,267.95,265.39,267.22,1999900
29-Feb-88,262.46,267.82,262.46,267.82,2360500
26-Feb-88,261.56,263.00,261.38,262.46,1580600
25-Feb-88,264.39,267.75,261.05,261.58,2134900
24-Feb-88,265.01,266.25,263.87,264.43,2127300
23-Feb-88,265.62,266.12,263.11,265.02,1922600
22-Feb-88,261.60,266.06,260.88,265.64,1789300
19-Feb-88,257.90,261.61,257.62,261.61,1803000
18-Feb-88,258.82,259.60,256.90,257.91,1514300
17-Feb-88,259.94,261.47,257.83,259.21,1768300
16-Feb-88,257.61,259.84,256.57,259.83,1353800
12-Feb-88,255.95,258.86,255.85,257.63,1771900
11-Feb-88,256.63,257.77,255.12,255.95,2007600
10-Feb-88,251.74,256.92,251.72,256.66,1879800
9-Feb-88,249.11,251.72,248.66,251.72,1623500
8-Feb-88,250.95,250.96,247.82,249.10,1688500
5-Feb-88,252.22,253.85,250.90,250.96,1613100
4-Feb-88,252.20,253.03,250.34,252.21,1864900
3-Feb-88,255.56,256.98,250.56,252.21,2372700
2-Feb-88,255.05,256.08,252.80,255.57,1649200
1-Feb-88,257.05,258.27,254.93,255.04,2106600
29-Jan-88,253.31,257.07,252.70,257.07,2118800
28-Jan-88,249.39,253.66,249.38,253.29,1664300
27-Jan-88,249.58,253.02,248.50,249.38,1763600
26-Jan-88,252.13,252.17,249.10,249.57,1383800
25-Jan-88,246.53,252.87,246.50,252.17,2752500
22-Jan-88,243.14,246.50,243.14,246.50,1470500
21-Jan-88,242.65,244.25,240.17,243.14,1580800
20-Jan-88,249.31,249.32,241.14,242.63,1816600
19-Jan-88,251.84,253.33,248.75,249.32,1535500
18-Jan-88,252.05,252.86,249.98,251.88,1351000
15-Jan-88,246.02,253.65,245.88,252.05,1979400
14-Jan-88,245.83,247.00,243.97,245.88,1405700
13-Jan-88,245.41,249.25,241.41,245.81,1540200
12-Jan-88,247.44,247.49,240.46,245.42,1657300
11-Jan-88,243.38,247.51,241.07,247.49,1589800
8-Jan-88,261.05,261.07,242.95,243.40,1973000
7-Jan-88,258.87,261.32,256.18,261.07,1753600
6-Jan-88,258.64,259.79,257.18,258.89,1697300
5-Jan-88,255.95,261.78,255.95,258.63,2095200
4-Jan-88,247.10,256.44,247.08,255.94,1818100
31-Dec-87,247.84,247.86,245.22,247.08,1701400
30-Dec-87,244.63,248.06,244.59,247.86,1492300
29-Dec-87,245.58,245.88,244.28,244.59,1115800
28-Dec-87,252.01,252.02,244.19,245.57,1312200
24-Dec-87,253.13,253.16,251.68,252.03,1088000
23-Dec-87,249.96,253.35,249.95,253.16,2031100
22-Dec-87,249.56,249.97,247.01,249.95,1926500
21-Dec-87,249.14,250.25,248.30,249.54,1617900
18-Dec-87,243.01,249.18,243.01,249.16,2762200
17-Dec-87,248.08,248.60,242.96,242.98,1917800
16-Dec-87,242.81,248.11,242.80,248.08,1938200
15-Dec-87,242.19,245.59,241.31,242.81,2149700
14-Dec-87,235.30,242.34,235.04,242.19,1876800
11-Dec-87,233.60,235.48,233.35,235.32,1516800
10-Dec-87,238.89,240.05,233.40,233.57,1889600
9-Dec-87,234.91,240.09,233.83,238.89,2314300
8-Dec-87,228.77,234.92,228.69,234.91,2273100
7-Dec-87,223.98,228.77,223.92,228.76,1466600
4-Dec-87,225.20,225.77,221.24,223.92,1848000
3-Dec-87,233.46,233.90,225.21,225.21,2041600
2-Dec-87,232.01,234.56,230.31,233.45,1488900
1-Dec-87,230.32,234.02,230.30,232.00,1498700
30-Nov-87,240.27,240.34,225.75,230.30,2689100
27-Nov-87,244.11,244.12,240.34,240.34,863600
25-Nov-87,246.42,246.54,244.08,244.10,1397800
24-Nov-87,242.98,247.90,242.98,246.39,1995200
23-Nov-87,242.00,242.99,240.50,242.99,1431600
20-Nov-87,240.04,242.01,235.89,242.00,1891700
19-Nov-87,245.54,245.55,239.70,240.05,1571400
18-Nov-87,243.09,245.55,240.67,245.55,1582700
17-Nov-87,246.73,246.76,240.81,243.04,1482400
16-Nov-87,245.69,249.54,244.98,246.76,1643400
13-Nov-87,248.54,249.42,245.64,245.64,1749200
12-Nov-87,241.93,249.90,241.90,248.52,2062800
11-Nov-87,239.01,243.86,239.00,241.90,1478500
10-Nov-87,243.14,243.17,237.64,239.00,1843100
9-Nov-87,250.41,250.41,243.01,243.17,1606900
6-Nov-87,254.49,257.21,249.68,250.41,2282900
5-Nov-87,248.93,256.09,247.72,254.48,2260000
4-Nov-87,250.81,251.00,246.34,248.96,2025000
3-Nov-87,255.75,255.75,242.78,250.82,2278000
2-Nov-87,251.73,255.75,249.15,255.75,1760000
30-Oct-87,244.77,254.04,244.77,251.79,3034000
29-Oct-87,233.31,246.69,233.28,244.77,2581000
28-Oct-87,233.19,238.58,226.26,233.28,2794000
27-Oct-87,227.67,237.81,227.67,233.19,2602000
26-Oct-87,248.20,248.22,227.26,227.67,3088000
23-Oct-87,248.29,250.70,242.76,248.22,2456000
22-Oct-87,258.24,258.38,242.99,248.25,3922000
21-Oct-87,236.83,259.27,236.83,258.38,4496000
20-Oct-87,225.06,245.62,216.46,236.83,6081000
19-Oct-87,282.70,282.70,224.83,224.84,6043000
16-Oct-87,298.08,298.92,281.52,282.70,3385000
15-Oct-87,305.21,305.23,298.07,298.08,2632000
14-Oct-87,314.52,314.52,304.78,305.23,2074000
13-Oct-87,309.39,314.53,309.39,314.52,1729000
12-Oct-87,311.07,311.07,306.76,309.39,1419000
9-Oct-87,314.16,315.04,310.97,311.07,1583000
8-Oct-87,318.54,319.34,312.02,314.16,1987000
7-Oct-87,319.22,319.39,315.78,318.54,1863000
6-Oct-87,328.08,328.08,319.17,319.22,1756000
5-Oct-87,328.07,328.57,326.09,328.08,1597000
2-Oct-87,327.33,328.94,327.22,328.07,1891000
1-Oct-87,321.83,327.34,321.83,327.33,1932000
30-Sep-87,321.69,322.53,320.16,321.83,1831000
29-Sep-87,323.20,324.63,320.27,321.69,1735000
